"goal","target","Unit","Date","Value"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","1993","86.33"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","1994","88.61"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","1995","88.04"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","1996","87.11"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","1997","85.55"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","1998","87.08"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","1999","87.12"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","2000","86.19"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","2001","84.59"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","2002","84.51"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","2003","82.95"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","2004","83.96"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","2005","84.07"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","2006","86.14"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","2007","87.38"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","2008","86.36"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","2009","88.84"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","2010","86.79"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","2011","86.17"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Renewable energy share in the total final energy consumption. Age group Total. Sex Total. Location Total","%","2012","86.47"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","1990","9.6"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","1991","10.12"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","1992","10.47"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","1993","10.42"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","1994","10.08"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","1995","10.39"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","1996","10.31"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","1997","10.37"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","1998","10.17"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","1999","10.48"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","2000","10.34"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","2001","10.4"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","2002","10.34"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","2003","9.9"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","2004","7.61"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","2005","7.65"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","2006","7.13"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","2007","6.91"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","2008","6.69"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","2009","6.16"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","2010","6.15"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","2011","6.2"
"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","Energy intensity level of primary energy. Age group Total. Sex Total. Location Total","Megajoules per USD constant 2011 PPP GDP","2012","6.27"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per capita. Age group Total. Sex Total. Location Total","%","2000","2.7"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per capita. Age group Total. Sex Total. Location Total","%","2001","1.81"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per capita. Age group Total. Sex Total. Location Total","%","2002","18.31"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per capita. Age group Total. Sex Total. Location Total","%","2003","7.46"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per capita. Age group Total. Sex Total. Location Total","%","2004","7.68"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per capita. Age group Total. Sex Total. Location Total","%","2005","3.78"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per capita. Age group Total. Sex Total. Location Total","%","2006","3.29"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per capita. Age group Total. Sex Total. Location Total","%","2007","3.68"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per capita. Age group Total. Sex Total. Location Total","%","2008","3.48"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per capita. Age group Total. Sex Total. Location Total","%","2009","4.12"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per capita. Age group Total. Sex Total. Location Total","%","2010","4.99"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per capita. Age group Total. Sex Total. Location Total","%","2011","2.1"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per capita. Age group Total. Sex Total. Location Total","%","2012","1.51"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per capita. Age group Total. Sex Total. Location Total","%","2013","2.6"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per capita. Age group Total. Sex Total. Location Total","%","2014","3.52"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per employed person. Age group Total. Sex Total. Location Total","%","2000","5.84"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per employed person. Age group Total. Sex Total. Location Total","%","2001","3.95"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per employed person. Age group Total. Sex Total. Location Total","%","2002","18.36"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per employed person. Age group Total. Sex Total. Location Total","%","2003","9.81"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per employed person. Age group Total. Sex Total. Location Total","%","2004","3.14"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per employed person. Age group Total. Sex Total. Location Total","%","2005","3.68"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per employed person. Age group Total. Sex Total. Location Total","%","2006","2.82"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per employed person. Age group Total. Sex Total. Location Total","%","2007","3.1"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per employed person. Age group Total. Sex Total. Location Total","%","2008","3.26"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per employed person. Age group Total. Sex Total. Location Total","%","2009","4.23"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per employed person. Age group Total. Sex Total. Location Total","%","2010","5.01"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per employed person. Age group Total. Sex Total. Location Total","%","2011","4.23"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per employed person. Age group Total. Sex Total. Location Total","%","2012","1.59"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per employed person. Age group Total. Sex Total. Location Total","%","2013","2.7"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per employed person. Age group Total. Sex Total. Location Total","%","2014","3.75"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Growth rate of real GDP per employed person. Age group Total. Sex Total. Location Total","%","2015","2.72"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per capita. Age group Total. Sex Total. Location Total","metric tons","2000","1.55"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per capita. Age group Total. Sex Total. Location Total","metric tons","2001","1.78"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per capita. Age group Total. Sex Total. Location Total","metric tons","2002","1.65"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per capita. Age group Total. Sex Total. Location Total","metric tons","2003","1.89"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per capita. Age group Total. Sex Total. Location Total","metric tons","2004","1.73"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per capita. Age group Total. Sex Total. Location Total","metric tons","2005","1.83"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per capita. Age group Total. Sex Total. Location Total","metric tons","2006","1.91"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per capita. Age group Total. Sex Total. Location Total","metric tons","2007","2.04"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per capita. Age group Total. Sex Total. Location Total","metric tons","2008","1.95"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per capita. Age group Total. Sex Total. Location Total","metric tons","2009","1.79"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per capita. Age group Total. Sex Total. Location Total","metric tons","2010","1.88"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2000","1.55"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2001","1.78"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2002","1.65"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2003","1.89"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2004","1.73"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2005","1.83"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2006","1.91"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2007","2.04"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2008","1.95"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2009","1.79"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2010","1.88"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint. Age group Total. Sex Total. Location Total","metric tons","2000","189850000"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint. Age group Total. Sex Total. Location Total","metric tons","2001","224420000"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint. Age group Total. Sex Total. Location Total","metric tons","2002","213270000"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint. Age group Total. Sex Total. Location Total","metric tons","2003","250870000"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint. Age group Total. Sex Total. Location Total","metric tons","2004","235680000"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint. Age group Total. Sex Total. Location Total","metric tons","2005","255730000"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint. Age group Total. Sex Total. Location Total","metric tons","2006","273729984"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint. Age group Total. Sex Total. Location Total","metric tons","2007","300070016"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint. Age group Total. Sex Total. Location Total","metric tons","2008","295440000"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint. Age group Total. Sex Total. Location Total","metric tons","2009","277870016"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Material footprint. Age group Total. Sex Total. Location Total","metric tons","2010","299889984"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per capita. Age group Total. Sex Total. Location Total","metric tons","2000","2.58"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per capita. Age group Total. Sex Total. Location Total","metric tons","2001","2.63"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per capita. Age group Total. Sex Total. Location Total","metric tons","2002","2.59"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per capita. Age group Total. Sex Total. Location Total","metric tons","2003","2.71"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per capita. Age group Total. Sex Total. Location Total","metric tons","2004","2.69"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per capita. Age group Total. Sex Total. Location Total","metric tons","2005","2.77"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per capita. Age group Total. Sex Total. Location Total","metric tons","2006","2.87"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per capita. Age group Total. Sex Total. Location Total","metric tons","2007","2.94"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per capita. Age group Total. Sex Total. Location Total","metric tons","2008","3.02"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per capita. Age group Total. Sex Total. Location Total","metric tons","2009","2.52"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per capita. Age group Total. Sex Total. Location Total","metric tons","2010","2.64"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2000","2.88"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2001","2.89"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2002","2.41"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2003","2.34"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2004","2.16"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2005","2.14"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2006","2.15"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2007","2.12"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2008","2.11"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2009","1.69"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption per unit of GDP. Age group Total. Sex Total. Location Total","kilograms","2010","1.69"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption. Age group Total. Sex Total. Location Total","metric tons","2000","316531776"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption. Age group Total. Sex Total. Location Total","metric tons","2001","331598400"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption. Age group Total. Sex Total. Location Total","metric tons","2002","335316992"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption. Age group Total. Sex Total. Location Total","metric tons","2003","359386208"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption. Age group Total. Sex Total. Location Total","metric tons","2004","365802400"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption. Age group Total. Sex Total. Location Total","metric tons","2005","386263456"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption. Age group Total. Sex Total. Location Total","metric tons","2006","411297952"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption. Age group Total. Sex Total. Location Total","metric tons","2007","432660960"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption. Age group Total. Sex Total. Location Total","metric tons","2008","456842016"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption. Age group Total. Sex Total. Location Total","metric tons","2009","391981664"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Domestic material consumption. Age group Total. Sex Total. Location Total","metric tons","2010","421068800"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15 - 24. Sex Total. Location Total","%","2010","3.9"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15 - 24. Sex Total. Location Total","%","2011","5.2"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15 - 24. Sex Total. Location Total","%","2012","10.1"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15 - 24. Sex Total. Location Total","%","2013","12.6"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15 - 24. Sex Total. Location Total","%","2014","8.1"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15+. Sex Female. Location Total","%","2010","2.2"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15+. Sex Female. Location Total","%","2011","2.2"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15+. Sex Female. Location Total","%","2012","8"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15+. Sex Female. Location Total","%","2013","8.3"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15+. Sex Female. Location Total","%","2014","5.7"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15+. Sex Male. Location Total","%","2010","1.8"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15+. Sex Male. Location Total","%","2011","2.1"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15+. Sex Male. Location Total","%","2012","7.1"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15+. Sex Male. Location Total","%","2013","5.9"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15+. Sex Male. Location Total","%","2014","4.1"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15+. Sex Total. Location Total","%","2010","1.9"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15+. Sex Total. Location Total","%","2011","2.2"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15+. Sex Total. Location Total","%","2012","7.6"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15+. Sex Total. Location Total","%","2013","7.1"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Unemployment rate. Age group 15+. Sex Total. Location Total","%","2014","4.8"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Proportion of children aged 5-17 years engaged in labour. Age group 5 - 17. Sex Total. Location Total","%","2011","24.7"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider. Age group 15+. Sex Total. Location Total","%","2011","40.91"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider. Age group 15+. Sex Total. Location Total","%","2014","51.46"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Total official flows commitments for Aid for Trade, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2005","252"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Total official flows commitments for Aid for Trade, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2006","231.59"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Total official flows commitments for Aid for Trade, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2007","194.66"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Total official flows commitments for Aid for Trade, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2008","672.41"
"Goal 8. Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","Total official flows commitments for Aid for Trade, by recipient. Age group Total. Sex Total. Location Total","Constant USD (Millions)","2009","1041.07"
